Vehiculo|Grupo|Calificacion|kms|Horas conduccion|Excesos 10 kph|Maxima vel 10 kph|Duracion seg 10 kph|Excesos 20 kph|Maxima vel 20 kph|Duracion seg 20 kph|Excesos 30 kph|Maxima vel 30 kph|Duracion seg 30 kph|Excesos 40 kph|Maxima vel 40 kph|Duracion seg 40 kph|Excesos 50 kph|Maxima vel 50 kph|Duracion seg 50 kph|Excesos 60 kph|Maxima vel 60 kph|Duracion seg 60 kph|Excesos 80 kph|Maxima vel 80 kph|Duracion seg 80 kph|Aceleraciones|Frenadas|
LHT897||98|1299.49|84.57|0|0|0|0|0|0|1|39|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
LTO392||98|1276.11|82.22|0|0|0|0|0|0|1|58|101|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
KYZ081||98|1265.85|72.01|0|0|0|0|0|0|1|52|10|0|0|0|0|0|0|0|0|0|0|0|0|0|5|
LZW843|ENEL2024|98|1249.38|61.09|0|0|0|0|0|0|0|0|0|0|0|0|1|54|31|0|0|0|0|0|0|6|16|
KYZ103||98|1197.43|43.47|0|0|0|0|0|0|1|33|10|0|0|0|0|0|0|0|0|0|0|0|0|1|18|
RKL411|ECOPETROL VRC ADMINISTRACION|98|1114.42|45.52|0|0|0|0|0|0|1|50|81|0|0|0|0|0|0|0|0|0|0|0|0|0|11|
WDP292||98|1108.11|68.46|0|0|0|0|0|0|0|0|0|1|54|10|0|0|0|0|0|0|0|0|0|0|7|
LHL313||98|1080.00|51.81|0|0|0|0|0|0|1|47|12|0|0|0|0|0|0|0|0|0|0|0|0|0|19|
KOK546||98|1039.86|184.88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|81|11|0|1|
GQW223|ECOPETROL VRC-MARES PROVINCIA|98|970.47|56.02|0|0|0|0|0|0|1|35|10|0|0|0|0|0|0|0|0|0|0|0|0|0|8|
QLO510||98|929.43|63.98|0|0|0|0|0|0|0|0|0|1|47|11|0|0|0|0|0|0|0|0|0|0|1|
NSZ032||98|913.46|61.26|0|0|0|0|0|0|0|0|0|1|47|10|0|0|0|0|0|0|0|0|0|0|1|
JOU948||98|883.66|135.64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|67|27|0|0|0|0|0|
KYZ083|RHurtado|98|544.64|23.38|0|0|0|0|0|0|1|40|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
SZO817||98|338.61|23.92|0|0|0|0|0|0|1|33|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
WHO414||98|217.50|16.74|0|0|0|0|0|0|1|55|170|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
LQW213|DRUMMOND O&M Soldadura|98|173.99|9.91|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|86|21|0|1|
QLO286||96|6220.25|376.98|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|77|15|0|0|0|0|1|
LHT909||96|3543.85|152.45|0|0|0|0|0|0|1|59|15|0|0|0|0|0|0|1|70|11|0|0|0|0|73|
KSP718|CERREJON SOLDADURA|96|3384.41|383.25|0|0|0|0|0|0|2|39|83|0|0|0|0|0|0|0|0|0|0|0|0|0|6|
KSP720|CERREJON SOLDADURA|96|3356.63|316.28|1|17|11|0|0|0|0|0|0|1|50|10|0|0|0|0|0|0|0|0|0|0|0|
DMO583|ECOPETROL VRC CIRA|96|2632.84|139.41|0|0|0|0|0|0|2|46|22|0|0|0|0|0|0|0|0|0|0|0|0|0|11|
KYZ117|ECOPETROL VRC-RIO CASABE|96|2597.51|326.85|0|0|0|0|0|0|0|0|0|0|0|0|2|57|32|0|0|0|0|0|0|3|7|
PXP416|DRUMMOND O&M Soldadura|96|2471.20|401.85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|65|56|0|0|0|0|0|
LHT819||96|2377.04|146.97|0|0|0|0|0|0|1|32|13|0|0|0|0|0|0|1|98|15|0|0|0|0|4|
KYZ115||96|2140.79|108.28|0|0|0|0|0|0|1|63|72|0|0|0|0|0|0|0|0|0|1|88|13|0|42|
LHT294||96|1836.59|64.79|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|88|21|0|11|
LHW599|RHurtado|96|1793.13|64.23|0|0|0|0|0|0|0|0|0|1|46|10|1|61|13|0|0|0|0|0|0|0|15|
QLO430||96|1447.91|110.11|0|0|0|0|0|0|0|0|0|2|56|243|0|0|0|0|0|0|0|0|0|0|0|
KOY804||96|1327.83|59.61|0|0|0|0|0|0|2|36|49|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
LHR949||96|1232.68|103.14|0|0|0|0|0|0|2|34|22|0|0|0|0|0|0|0|0|0|0|0|0|0|2|
GQW379|ECOPETROL VRC CIRA|96|1069.75|157.71|0|0|0|0|0|0|2|44|108|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
LUL085|ECOPETROL O&M RUBIALES|96|459.51|163.77|0|0|0|0|0|0|0|0|0|0|0|0|2|60|21|0|0|0|0|0|0|0|0|
QNN499|DRUMMOND MANTTO GEOLOGÍA|94|4615.92|412.46|0|0|0|0|0|0|0|0|0|2|45|22|0|0|0|1|61|10|0|0|0|0|1|
LPO008||94|1379.39|62.97|0|0|0|0|0|0|2|67|24|0|0|0|0|0|0|1|64|12|0|0|0|0|27|
LPP954||94|1090.46|51.14|0|0|0|0|0|0|3|44|41|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
NQT942||94|1033.59|60.21|0|0|0|0|0|0|3|58|33|0|0|0|0|0|0|0|0|0|0|0|0|0|3|
EYZ521||94|580.46|50.52|0|0|0|0|0|0|0|0|0|2|49|57|0|0|0|0|0|0|1|84|19|1|4|
LHT885|ECOPETROL VRC-MARES CENTRO|92|123494.86|106.07|0|0|0|0|0|0|3|50|67|0|0|0|0|0|0|1|62|10|0|0|0|0|52|
PXP812||92|2878.07|393.62|4|16|63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
NUZ333|ENEL2024|92|2016.87|152.31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|78|1602|0|0|0|0|1|
JKW967|ECOPETROL VRC-MARES CENTRO|92|1691.35|56.54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|87|58|0|6|
GQW076|ECOPETROL VRC CIRA|92|1039.84|134.80|0|0|0|0|0|0|4|59|692|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
LHR106|ENEL2024|92|917.67|40.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|88|97|0|25|
FST449||92|823.36|97.85|0|0|0|0|0|0|1|40|17|0|0|0|0|0|0|3|86|95|0|0|0|0|1|
LPO645||90|4081.34|266.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|92|180|0|16|
LHR953||90|2727.06|180.62|0|0|0|0|0|0|2|50|25|0|0|0|0|0|0|3|75|66|0|0|0|0|50|
GSO698||90|2696.62|153.09|0|0|0|0|0|0|5|75|280|0|0|0|0|0|0|0|0|0|0|0|0|0|39|
KSP715|CERREJON SOLDADURA|90|2603.97|256.83|4|17|46|0|0|0|1|36|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
TCV93G|ENEL2024|90|2090.79|165.09|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|75|228|0|0|0|13|23|
GSN329|ECOPETROL VRC-MARES CENTRO|90|2045.76|99.45|0|0|0|0|0|0|1|77|15|0|0|0|1|59|11|1|71|12|2|86|21|0|33|
LHR957||90|1704.62|94.24|0|0|0|0|0|0|5|56|82|0|0|0|0|0|0|0|0|0|0|0|0|0|8|
KSP719|CERREJON SOLDADURA|90|1406.18|104.63|1|15|10|2|50|510|2|59|355|0|0|0|0|0|0|0|0|0|0|0|0|0|1|
GZO900||90|1368.66|81.66|0|0|0|0|0|0|4|47|54|0|0|0|0|0|0|1|67|10|0|0|0|1|44|
WDP110||90|410.32|43.57|0|0|0|0|0|0|0|0|0|1|54|18|0|0|0|0|0|0|4|95|131|0|3|
KTR515||88|1300.50|70.96|0|0|0|0|0|0|1|45|10|0|0|0|0|0|0|5|75|116|0|0|0|0|1|
BMV20H|ENEL2024|88|636.07|24.86|0|0|0|0|0|0|1|64|50|0|0|0|0|0|0|0|0|0|5|97|95|2|6|
KYX710|ECOPETROL VRC-MARES CENTRO|86|1463.29|48.06|0|0|0|0|0|0|7|40|105|0|0|0|0|0|0|0|0|0|0|0|0|10|6|
KYZ113||86|551.78|29.95|0|0|0|0|0|0|7|59|137|0|0|0|0|0|0|0|0|0|0|0|0|2|2|
KYX645||86|523.37|44.02|0|0|0|0|0|0|7|52|300|0|0|0|0|0|0|0|0|0|0|0|0|1|0|
LUX622||84|2742.22|149.74|0|0|0|0|0|0|0|0|0|0|0|0|8|75|424|0|0|0|0|0|0|0|8|
XTR03H|ENEL2024|84|2240.02|117.53|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|84|113|3|16|
LTS233|ENEL2024|84|1723.41|79.65|0|0|0|0|0|0|0|0|0|0|0|0|5|66|69|0|0|0|3|88|42|1|15|
LHW470|RHurtado|82|3162.06|127.42|0|0|0|0|0|0|0|0|0|9|69|233|0|0|0|0|0|0|0|0|0|1|22|
LHT937||82|2234.11|113.00|0|0|0|0|0|0|9|58|105|0|0|0|0|0|0|0|0|0|0|0|0|0|7|
GVX979|ENEL2024|82|1321.54|104.40|0|0|0|0|0|0|0|0|0|3|78|385|0|0|0|0|0|0|6|89|91|0|9|
LPN910||82|1303.77|50.02|0|0|0|0|0|0|9|61|397|0|0|0|0|0|0|0|0|0|0|0|0|1|8|
KYX722|ECOPETROL VRC-RIO CASABE|82|1284.82|74.76|0|0|0|0|0|0|0|0|0|0|0|0|9|60|155|0|0|0|0|0|0|0|5|
KYZ101|RHurtado|82|879.17|118.62|9|56|326|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36|
LHR954|ECOPETROL VRC-RIO CASABE|80|2901.23|223.93|0|0|0|0|0|0|0|0|0|0|0|0|10|73|125|0|0|0|0|0|0|0|0|
LTS193|ENEL2024|80|2581.47|95.23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|77|1630|0|0|0|2|76|
LZW887|ENEL2024|78|2437.21|99.40|0|0|0|0|0|0|2|52|96|9|56|247|0|0|0|0|0|0|0|0|0|3|30|
KSP716|CERREJON SOLDADURA|78|1682.63|139.86|8|36|147|3|44|92|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
KTR516||78|876.14|47.35|0|0|0|0|0|0|2|38|25|0|0|0|0|0|0|9|77|136|0|0|0|1|2|
LHW480||76|2036.94|90.03|0|0|0|0|0|0|12|90|2118|0|0|0|0|0|0|0|0|0|0|0|0|0|37|
NFU546|ENEL2024|76|1876.33|71.73|0|0|0|0|0|0|0|0|0|3|69|105|0|0|0|9|76|1000|0|0|0|2|21|
JTV613||74|1031.68|62.02|0|0|0|0|0|0|0|0|0|0|0|0|11|79|737|0|0|0|2|85|57|0|1|
LGW438||72|3323.84|103.31|0|0|0|0|0|0|14|76|768|0|0|0|0|0|0|0|0|0|0|0|0|0|71|
LHT849|RHurtado|72|1624.31|161.23|4|16|45|1|44|370|0|0|0|3|44|34|3|73|45|0|0|0|3|97|32|0|8|
PXP834|DRUMMOND O&M Soldadura|70|2179.61|417.86|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|74|280|0|0|0|0|0|
PWQ889||70|1963.07|103.17|2|36|73|4|41|93|7|56|305|2|51|93|0|0|0|0|0|0|0|0|0|0|3|
KSQ846||70|1300.55|112.08|11|24|211|2|30|29|1|57|10|0|0|0|1|59|46|0|0|0|0|0|0|0|0|
LHW440||66|1743.88|68.68|0|0|0|0|0|0|17|67|1498|0|0|0|0|0|0|0|0|0|0|0|0|1|18|
BMV19H|ENEL2024|60|451.49|27.01|0|0|0|0|0|0|2|48|90|0|0|0|0|0|0|0|0|0|18|94|553|0|2|
KMV844||58|2225.03|160.01|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21|91|923|0|0|0|0|2|
KSZ112||58|219.86|41.30|0|0|0|0|0|0|0|0|0|0|0|0|21|60|591|0|0|0|0|0|0|0|0|
LTP971|ENEL2024|56|528.67|51.36|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22|127|814|0|1|
GYU556||50|3063.91|92.84|0|0|0|0|0|0|22|83|1164|0|0|0|0|0|0|0|0|0|3|94|262|1|89|
LHR143||46|2025.77|79.21|0|0|0|0|0|0|27|70|1281|0|0|0|0|0|0|0|0|0|0|0|0|0|20|
IEW40G|Rubén Linares|44|1378.13|93.00|0|0|0|0|0|0|0|0|0|0|0|0|28|65|641|0|0|0|0|0|0|6|9|
IDZ623|IDZ623|44|827.13|58.08|0|0|0|0|0|0|0|0|0|0|0|0|28|69|656|0|0|0|0|0|0|0|2|
LHT875|RHurtado|34|2189.43|78.54|0|0|0|0|0|0|0|0|0|2|50|38|0|0|0|1|69|26|30|91|447|1|5|
NQN859||34|1112.72|82.82|0|0|0|0|0|0|0|0|0|5|72|103|0|0|0|0|0|0|28|96|576|0|34|
QON453||28|516.43|43.01|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36|94|965|0|5|
GZH37G||28|431.15|36.08|0|0|0|0|0|0|0|0|0|0|0|0|31|89|710|0|0|0|5|125|93|13|24|
GSN681||24|2138.56|118.47|0|0|0|0|0|0|1|53|105|0|0|0|22|73|629|0|0|0|15|97|565|0|67|
PXP740|DRUMMOND O&M Soldadura|22|1898.21|243.50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|39|80|1426|0|0|0|0|2|
KSZ989|ECOPETROL VRC-MARES CENTRO|18|1583.82|58.22|0|0|0|0|0|0|0|0|0|0|0|0|38|76|2645|3|66|67|0|0|0|0|4|
GOC19G|Rubén Linares|10|1486.28|92.51|0|0|0|0|0|0|0|0|0|0|0|0|39|74|669|0|0|0|6|101|99|7|41|
LFX481||4|3019.07|96.82|0|0|0|0|0|0|48|91|8917|0|0|0|0|0|0|0|0|0|0|0|0|2|6|
HVX25H|Rubén Linares|2|1317.57|104.20|0|0|0|0|0|0|13|59|232|0|0|0|35|75|745|0|0|0|1|89|12|9|8|
GKV793|ECOPETROL VRC CIRA|0|25877.83|95.83|0|0|0|0|0|0|95|54|2727|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
TAV985||0|4784.73|164.00|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|75|130|89|97|1737|0|1|
PWQ878|DRUMMOND O&M Soldadura|0|4191.00|475.56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|462|89|15333|0|0|0|0|30|
PXP833|DRUMMOND O&M Soldadura|0|3787.37|437.88|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|207|71|5761|0|0|0|0|3|
PWR001|DRUMMOND O&M Soldadura|0|3577.96|265.61|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|132|94|4915|3|87|44|0|12|
KSR312||0|3525.97|306.00|26|54|1316|13|48|1084|10|46|288|5|48|248|0|0|0|0|0|0|0|0|0|0|3|
PWQ899|DRUMMOND O&M Soldadura|0|3406.26|199.18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|235|83|10049|38|100|2048|0|13|
LUY414|DRUMMOND O&M Soldadura|0|3098.71|150.61|5|16|72|68|64|2918|31|55|1588|81|70|10504|0|0|0|64|68|1480|3|103|174|0|11|
KOX517||0|3042.18|85.85|0|0|0|0|0|0|473|88|28604|0|0|0|0|0|0|0|0|0|0|0|0|0|34|
KSP722|CERREJON SOLDADURA|0|2947.70|239.61|52|33|713|57|56|5203|86|73|9278|80|57|6118|24|71|605|1|62|18|0|0|0|1|0|
PXP761||0|2891.57|389.90|0|0|0|10|66|949|0|0|0|134|63|8912|0|0|0|24|71|820|0|0|0|0|0|
LHW430||0|2805.38|87.29|0|0|0|0|0|0|118|81|6471|0|0|0|0|0|0|0|0|0|1|96|10|0|38|
PXP815|DRUMMOND O&M Soldadura|0|2651.19|405.71|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|61|72|2070|0|0|0|0|2|
KOX201||0|2536.73|108.39|0|0|0|0|0|0|815|86|46218|0|0|0|0|0|0|0|0|0|0|0|0|3|35|
KSR314||0|2381.80|280.38|6|53|382|71|60|6306|123|76|13551|65|63|5094|29|61|955|1|63|36|0|0|0|0|1|
PWQ953||0|2280.20|109.95|3|53|118|18|64|1459|14|71|341|14|59|905|5|71|199|1|70|14|0|0|0|0|18|
GZN239||0|2219.66|86.38|0|0|0|0|0|0|203|75|11408|0|0|0|0|0|0|0|0|0|65|120|2614|1|34|
DHQ25I|Rubén Linares|0|2125.97|95.77|0|0|0|0|0|0|0|0|0|0|0|0|247|92|6199|21|92|973|205|119|11991|1|14|
GZW188||0|2006.69|66.48|0|0|0|0|0|0|79|77|8830|0|0|0|0|0|0|0|0|0|28|93|1038|1|28|
KSR316||0|1934.50|239.05|23|54|832|26|60|3348|17|59|652|12|56|844|0|0|0|0|0|0|0|0|0|0|2|
GYR942||0|1706.07|70.87|0|0|0|0|0|0|95|78|6381|0|0|0|0|0|0|0|0|0|0|0|0|0|18|
GYY463||0|1558.35|66.95|0|0|0|0|0|0|153|79|5913|0|0|0|0|0|0|0|0|0|0|0|0|0|17|
GZO485||0|1543.48|99.17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|57|76|1041|0|0|0|0|6|
LUL086|ECOPETROL O&M RUBIALES|0|1522.12|112.33|16|45|716|45|58|1847|0|0|0|48|75|1802|0|0|0|0|0|0|0|0|0|0|0|
PXN345|DRUMMOND O&M Soldadura|0|1504.96|72.46|0|0|0|0|0|0|9|68|652|0|0|0|0|0|0|0|0|0|49|132|3375|0|38|
KRN89G|Rubén Linares|0|1465.74|68.54|0|0|0|0|0|0|0|0|0|0|0|0|34|96|1113|0|0|0|62|103|2073|0|12|
KTQ224|ECOPETROL VRC-RIO CASABE|0|1288.18|96.41|0|0|0|0|0|0|0|0|0|0|0|0|75|133|5146|0|0|0|55|152|3561|2|30|
FDU03I|Rubén Linares|0|1212.77|63.25|0|0|0|0|0|0|26|50|473|0|0|0|186|84|4124|0|0|0|1|90|30|0|7|
CUD86I|Rubén Linares|0|1185.10|93.63|0|0|0|0|0|0|0|0|0|0|0|0|47|78|996|0|0|0|3|97|105|3|16|
NQT297||0|1180.40|80.63|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|76|561|72|150|2187|0|43|
NKY55H|ENEL2024|0|1141.01|42.55|0|0|0|0|0|0|0|0|0|9|106|767|0|0|0|0|0|0|285|119|15645|36|62|
DUZ56G|Rubén Linares|0|1074.56|45.35|0|0|0|0|0|0|0|0|0|0|0|0|181|94|6484|0|0|0|34|106|751|2|51|
FFA64I|Rubén Linares|0|996.53|90.53|0|0|0|0|0|0|0|0|0|0|0|0|84|82|1449|0|0|0|2|97|28|3|16|
PXP799|DRUMMOND O&M Soldadura|0|985.29|118.82|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|106|103|7074|0|3|
VNA44F|Rubén Linares|0|805.52|39.23|0|0|0|0|0|0|0|0|0|0|0|0|243|89|6506|0|0|0|41|102|1944|1|30|
IHV61F||0|447.45|20.17|0|0|0|0|0|0|0|0|0|0|0|0|61|84|1435|0|0|0|0|0|0|0|0|
PWQ991|DRUMMOND O&M Soldadura|0|0.23|154.51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|112|80|4449|0|0|0|0|3|
